Ticker,Short Name,Market Cap,Rank(Current Market Cap),Market Cap,Price:D-1,P/E,Total Return YTD,Industry Sector,Industry Group,INDUSTRY_SUBGROUP,cap,shares
KHC US Equity,KRAFT HEINZ CO/T,42.52B,184,42.52B,34.78,12.48,11.86,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,43132572726,1222578592
ADI US Equity,ANALOG DEVICES,42.86B,182,42.86B,116.17,26.57,-1.13,Technology,Semiconductors,Semicon Compo-Intg Circu,43071739575,368954425
GD US Equity,GENERAL DYNAMICS,42.81B,183,42.81B,149.19,13.22,-13.61,Industrial,Aerospace/Defense,Aerospace/Defense,42793103505,286932436
SCHW US Equity,SCHWAB (CHARLES),44.03B,175,44.03B,34.2,13.39,-27.45,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,42664864268,1287412923
EA US Equity,ELECTRONIC ARTS,42.20B,185,42.20B,146.18,21.42,35.97,Technology,Software,Entertainment Software,42426577847,288714378
AEP US Equity,AMERICAN ELECTRI,42.04B,187,42.04B,84.83,21.89,-8.82,Utilities,Electric,Electric-Integrated,42356789571,496155436
DXCM US Equity,DEXCOM,43.26B,180,43.26B,451.79,185.5,106.54,"Consumer, Non-cyclical",Pharmaceuticals,Drug Delivery Systems,42030828873,95742207
KDP US Equity,KEURIG DR PEPPER,42.12B,186,42.12B,29.93,27.08,5.13,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,41976663481,1407196228
COP US Equity,CONOCOPHILLIPS,40.78B,190,40.78B,38.02,33.75,-39.92,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,40811144291,1072566210
VEEV US Equity,VEEVA SYSTEMS-A,40.87B,189,40.87B,272.17,136.35,93.49,Technology,Software,Enterprise Software/Serv,40724287000,134987963
BAX US Equity,BAXTER INTL INC,40.73B,191,40.73B,80.46,27.49,-3.26,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,40685844301,506231732
DD US Equity,DUPONT DE NEMOUR,40.16B,192,40.16B,54.73,--,-13.19,Basic Materials,Chemicals,Chemicals-Diversified,40147706628,733827575
DOCU US Equity,DOCUSIGN INC,41.48B,188,41.48B,226.02,--,204.98,Technology,Software,Data Processing/Mgmt,39579189846,183508855
EPD US Equity,ENTERPRISE PRODU,38.45B,199,38.45B,17.59,9.06,-33.31,Energy,Pipelines,Pipelines,39542866473,2185896433
IWM US Equity,ISHARES RUSSELL,39.06B,196,39.06B,153.79,--,-6.51,Funds,Equity Fund,Growth&Income-Small Cap,39185777344,254900000
GIS US Equity,GENERAL MILLS IN,39.29B,195,39.29B,64.42,17.77,23.43,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,39141409364,609869264
EMR US Equity,EMERSON ELEC CO,38.66B,197,38.66B,64.69,18.78,-13.79,Industrial,Electrical Compo&Equip,Electric Products-Misc,38915185896,597591921
ETN US Equity,EATON CORP PLC,38.55B,198,38.55B,96.34,20.19,3.7,Industrial,Miscellaneous Manufactur,Diversified Manufact Op,38613651000,400100000
EBAY US Equity,EBAY INC,39.66B,194,39.66B,56.66,19.38,58.19,Communications,Internet,E-Commerce/Products,38549451869,699881116
VCIT US Equity,VANGUARD INT TER,38.25B,200,38.25B,96.9,--,7.88,Funds,Debt Fund,Corporate/Preferred,38269910156,394128824
GM US Equity,GENERAL MOTORS C,37.68B,201,37.68B,26.33,13.62,-27.15,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,38095789149,1431096512
LHX US Equity,L3HARRIS TECHNOL,37.22B,202,37.22B,172.14,24.6,-12.18,Industrial,Aerospace/Defense,Aerospace/Defense-Equip,37546654076,216195394
SRE US Equity,SEMPRA ENERGY,37.16B,203,37.16B,127.03,281.48,-14.51,Utilities,Electric,Electric-Distribution,37504307845,292545303
TWLO US Equity,TWILIO INC - A,39.81B,193,39.81B,278.11,--,182.98,Technology,Software,Computer Software,37285059017,132340556
CNC US Equity,CENTENE CORP,37.07B,204,37.07B,63.98,13.28,1.77,"Consumer, Non-cyclical",Healthcare-Services,Medical-HMO,36923799025,579469539
EXC US Equity,EXELON CORP,36.74B,205,36.74B,37.72,12.8,-15.74,Utilities,Electric,Electric-Integrated,36911941239,973929848
XEL US Equity,XCEL ENERGY INC,36.66B,206,36.66B,69.79,26.19,11.44,Utilities,Electric,Electric-Integrated,36826495510,525342304
CTSH US Equity,COGNIZANT TECH-A,36.56B,207,36.56B,67.43,19.86,9.54,Technology,Computers,Computer Services,36644629344,542240742
VGT US Equity,VANGUARD INF T E,35.56B,209,35.56B,304.5,--,25.12,Funds,Equity Fund,Sector Fund-Technology,35885566406,116447296
IWD US Equity,ISHARES RUSSELL,35.59B,208,35.59B,118.93,--,-11.6,Funds,Equity Fund,Value-Large Cap,35724089844,299900000
SCCO US Equity,SOUTHERN COPPER,35.00B,211,35.00B,45.28,30.53,8.58,Basic Materials,Mining,Metal-Copper,35692792830,773073269
CVNA US Equity,CARVANA CO,27.72B,276,27.72B,174.12,--,89.16,"Consumer, Cyclical",Retail,Retail-Automobile,35567534866,69434579
WBA US Equity,WALGREENS BOOTS,35.36B,210,35.36B,40.81,19.82,-29.37,"Consumer, Cyclical",Retail,Retail-Drug Store,35432578899,866534089
XLK US Equity,SPDR-TECH SEL S,34.54B,214,34.54B,113.86,--,25.2,Funds,Equity Fund,Sector Fund-Technology,34875375000,302055897
USMV US Equity,ISHARES EDGE MSC,34.42B,218,34.42B,63.69,--,-1.83,Funds,Equity Fund,Growth&Income-Large Cap,34600312500,541900000
LVS US Equity,LAS VEGAS SANDS,33.10B,224,33.10B,43.34,78.66,-36.01,"Consumer, Cyclical",Lodging,Casino Hotels,34539186447,763803327
ORLY US Equity,O'REILLY AUTOMOT,34.72B,213,34.72B,468.53,22.78,6.91,"Consumer, Cyclical",Retail,Retail-Auto Parts,34534717835,74097706
RACE US Equity,FERRARI NV,34.50B,216,34.50B,186.73,57.83,13.68,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,34481346190,184747890
VO US Equity,VANGUARD MID-C E,34.29B,220,34.29B,177.32,--,0.4,Funds,Equity Fund,Growth & Income-Mid Cap,34421351563,194657878
SBAC US Equity,SBA COMM CORP,34.30B,219,34.30B,306.48,852.98,27.59,Financial,REITS,REITS-Diversified,34395758940,111918000
PSA US Equity,PUBLIC STORAGE,34.43B,217,34.43B,196.97,28.03,-5.68,Financial,REITS,REITS-Storage,34275331455,174802792
NXPI US Equity,NXP SEMICONDUCTO,33.47B,222,33.47B,119.86,8.96k,-5.11,Technology,Semiconductors,Semicon Compo-Intg Circu,34191004882,279224213
SPLK US Equity,SPLUNK INC,34.52B,215,34.52B,217.3,--,45.09,Technology,Software,Computer Software,33943940925,158868955
MET US Equity,METLIFE INC,34.74B,212,34.74B,38.28,8.03,-22.27,Financial,Insurance,Multi-line Insurance,33562631272,907588731
CMG US Equity,CHIPOTLE MEXICAN,32.73B,227,32.73B,1170.24,110.91,39.8,"Consumer, Cyclical",Retail,Retail-Restaurants,33191977350,27967625
IDXX US Equity,IDEXX LABS,33.66B,221,33.66B,395.71,73.68,51.54,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Kits,33152612001,85054677
STZ US Equity,CONSTELLATION-A,33.44B,223,33.44B,173.43,19.13,-7.84,"Consumer, Non-cyclical",Beverages,Brewery,33026403475,168020436
IAU US Equity,ISHARES GOLD TRU,32.76B,226,32.76B,19.45,--,34.14,Funds,Commodity Fund,Commodity,33001437500,1674350000
INFO US Equity,IHS MARKIT LTD,32.52B,229,32.52B,81.96,59.67,9.51,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,32824095985,396809671
CSGP US Equity,COSTAR GROUP INC,33.10B,225,33.10B,840.85,99.73,40.54,"Consumer, Non-cyclical",Commercial Services,Commercial Services,32733741987,39367098
KMI US Equity,KINDER MORGAN IN,32.69B,228,32.69B,14.44,15.99,-28.42,Energy,Pipelines,Pipelines,32368560296,2263535685
APH US Equity,AMPHENOL CORP-A,32.42B,230,32.42B,108.65,30.72,1.02,Industrial,Electronics,Electronic Connectors,32329133106,298376863
BK US Equity,BANK NY MELLON,32.16B,231,32.16B,36.3,7.76,-26.15,Financial,Banks,Fiduciary Banks,31882163087,885861714
KLAC US Equity,KLA CORP,31.63B,233,31.63B,203.99,19.64,15.66,Technology,Semiconductors,Semiconductor Equipment,31566404329,155048894
HYG US Equity,ISHARES IBOXX HI,31.41B,236,31.41B,85.19,--,-0.13,Funds,Debt Fund,Corp/Pref-High Yield,31462529297,368500000
BF/B US Equity,BROWN-FORMAN -B,31.33B,237,31.33B,67.53,38.96,0.44,"Consumer, Non-cyclical",Beverages,Beverages-Wine/Spirits,31443177012,309314321
SNAP US Equity,SNAP INC - A,31.88B,232,31.88B,21.7,--,32.88,Communications,Internet,Internet Content-Entmnt,31367855647,1211080666
CTAS US Equity,CINTAS CORP,31.05B,240,31.05B,299.97,37.26,11.48,"Consumer, Non-cyclical",Commercial Services,Commercial Services,31363305606,103499012
TROW US Equity,T ROWE PRICE GRP,31.54B,235,31.54B,138.97,16.35,15.87,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,31360334779,226985631
GSX US Equity,GSX TECHEDU-ADR,27.10B,288,27.10B,113.57,450.44,419.53,Technology,Software,Educational Software,31327004200,128687643
MSCI US Equity,MSCI INC,30.49B,244,30.49B,364.58,55.81,41.79,Technology,Software,Decision Support Softwar,31173249730,83637180
DOW US Equity,DOW INC,31.12B,239,31.12B,41.99,16.4,-20.51,Basic Materials,Chemicals,Chemicals-Diversified,31164156973,741121450
KKR US Equity,KKR & CO INC,30.83B,241,30.83B,36.31,122.77,25.63,Financial,Private Equity,Private Equity,31108218805,558642093
ROST US Equity,ROSS STORES INC,31.56B,234,31.56B,88.68,33.82,-23.53,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,30954502509,355921611
CDNS US Equity,CADENCE DESIGN,30.57B,243,30.57B,109.65,66.51,58.09,Technology,Software,Computer Aided Design,30812312880,278794000
IQV US Equity,IQVIA HOLDINGS I,30.75B,242,30.75B,160.75,93.23,4.04,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,30802276365,191270966
VRSK US Equity,VERISK ANALYTI,30.31B,247,30.31B,186.66,47.54,25.44,"Consumer, Non-cyclical",Commercial Services,Consulting Services,30781872910,162385909
SNPS US Equity,SYNOPSYS INC,30.39B,246,30.39B,201.56,59.09,44.8,Technology,Software,Computer Aided Design,30498523878,150788707
TEL US Equity,TE CONNECTIVITY,30.44B,245,30.44B,92.24,20.75,-2.67,Industrial,Electronics,Electronic Connectors,30267828817,330038478
IVW US Equity,ISHARES S&P 500,30.03B,252,30.03B,226.56,--,17.64,Funds,Equity Fund,Growth-Large Cap,30256183594,132100000
PCAR US Equity,PACCAR INC,30.08B,251,30.08B,86.9,18.4,10.84,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,30239570001,346148924
VCSH US Equity,VANGUARD-S/T COR,30.22B,249,30.22B,83.02,--,3.98,Funds,Debt Fund,Corporate/Preferred,30229796875,363973223
ES US Equity,EVERSOURCE ENERG,30.21B,250,30.21B,88.18,25.06,5.05,Utilities,Electric,Electric-Integrated,30178187806,342544697
A US Equity,AGILENT TECH INC,30.23B,248,30.23B,97.89,36.78,15.27,Industrial,Electronics,Electronic Measur Instr,30090357240,308777396
BNDX US Equity,VANGUARD INTL BD,29.99B,253,29.99B,58.19,--,3.44,Funds,Debt Fund,Global Debt,29989419922,514751472
HSY US Equity,HERSHEY CO/THE,29.60B,255,29.60B,142.27,24.52,-2.15,"Consumer, Non-cyclical",Food,Food-Confectionery,29886591282,147408714
W US Equity,WAYFAIR INC- A,28.75B,267,28.75B,301.4,--,233.52,Communications,Internet,E-Commerce/Products,29828774768,68434295
TWTR US Equity,TWITTER INC,29.10B,264,29.10B,36.79,--,14.79,Communications,Internet,Internet Content-Entmnt,29810866039,790948953
CLX US Equity,CLOROX CO,29.87B,254,29.87B,237.16,32.06,57.13,"Consumer, Non-cyclical",Household Products/Wares,Consumer Products-Misc,29739271121,125933818
EOG US Equity,EOG RESOURCES,29.54B,257,29.54B,50.75,12.52,-38.16,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,29630374819,582243561
MTCH US Equity,MATCH GROUP INC,31.26B,238,31.26B,120.71,28.04,--,Communications,Internet,E-Commerce/Services,29513230250,258956131
ALL US Equity,ALLSTATE CORP,29.60B,256,29.60B,94.76,8.61,-14.83,Financial,Insurance,Multi-line Insurance,29507630608,312316158
ZTO US Equity,ZTO EXPRESS -ADR,29.00B,266,29.00B,37,43.81,60.19,Industrial,Transportation,Transport-Services,29419569329,577794733
WEC US Equity,WEC ENERGY GROUP,29.43B,260,29.43B,93.31,25.11,2.56,Utilities,Electric,Electric-Integrated,29332257038,315434531
MAR US Equity,MARRIOTT INTL-A,28.30B,270,28.30B,87.27,30.92,-42.14,"Consumer, Cyclical",Lodging,Hotels&Motels,29309493332,324255928
VNQ US Equity,VANGUARD REAL ES,29.01B,265,29.01B,81.1,--,-11.08,Funds,Equity Fund,Sector Fund-Real Estate,29082521484,358026848
COF US Equity,CAPITAL ONE FINA,29.51B,258,29.51B,64.67,88.91,-36.51,Financial,Diversified Finan Serv,Finance-Credit Card,28997865000,456300000
CMI US Equity,CUMMINS INC,29.29B,262,29.29B,198.34,18.15,12.63,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,28976890731,147675521
TRV US Equity,TRAVELERS COS IN,29.14B,263,29.14B,115.08,15.81,-14.8,Financial,Insurance,Property/Casualty Ins,28797964131,253191174
VB US Equity,VANGUARD SM-C ET,28.71B,268,28.71B,157.35,--,-4.47,Funds,Equity Fund,Growth&Income-Small Cap,28790859375,183357902
MRNA US Equity,MODERNA INC,29.47B,259,29.47B,75.8,--,287.53,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,28679648282,388823865
SYY US Equity,SYSCO CORP,27.91B,273,27.91B,54.99,16.67,-34.12,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib,28629653113,507617963
JCI US Equity,JOHNSON CONTROLS,28.53B,269,28.53B,38.34,22.11,-4.36,Industrial,Building Materials,Bldg Prod-Air&Heating,28563984562,744047527
SGEN US Equity,SEATTLE GENETICS,28.29B,271,28.29B,162.59,--,42.3,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,28152653116,173996620
RSG US Equity,REPUBLIC SVCS,27.53B,283,27.53B,86.5,26.02,-2.49,Industrial,Environmental Control,Non-hazardous Waste Disp,27979641413,318312189
TME US Equity,TENCENT MUSI-ADR,27.68B,278,27.68B,16.5,96.96,40.55,Communications,Internet,Internet Content-Info/Ne,27796721288,670667661
TT US Equity,TRANE TECHNOLOGI,27.56B,282,27.56B,115.15,23.39,12.91,Industrial,Miscellaneous Manufactur,Diversified Manufact Op,27643011707,239354158
PEG US Equity,PUB SERV ENTERP,27.60B,280,27.60B,54.58,15.88,-5.85,Utilities,Electric,Electric-Integrated,27629427554,505755584
XP US Equity,XP INC - CLASS A,26.45B,295,26.45B,47.94,90.69,24.45,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,27590016300,359681346
HRL US Equity,HORMEL FOODS CRP,27.41B,285,27.41B,50.86,29.95,14.43,"Consumer, Non-cyclical",Food,Food-Meat Products,27583554813,538951833
F US Equity,FORD MOTOR CO,27.69B,277,27.69B,6.96,--,-23.89,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,27570235742,3907536920
ZBH US Equity,ZIMMER BIOMET HO,27.67B,279,27.67B,133.63,38.45,-10.32,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,27535556626,207049828
AZO US Equity,AUTOZONE INC,27.86B,274,27.86B,1192.61,19.04,0.11,"Consumer, Cyclical",Retail,Retail-Auto Parts,27525987897,23359376
FAST US Equity,FASTENAL CO,27.57B,281,27.57B,48.06,33.15,32.56,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,27499646116,573626327
OTIS US Equity,OTIS WORLDWI,27.32B,286,27.32B,63.09,--,--,Industrial,Machinery-Diversified,Machinery-General Indust,27491883803,433079455
YUM US Equity,YUM! BRANDS INC,27.43B,284,27.43B,91,31.37,-8.79,"Consumer, Cyclical",Retail,Retail-Restaurants,27424352243,301399629
KR US Equity,KROGER CO,27.30B,287,27.30B,35.09,13.09,22.31,"Consumer, Non-cyclical",Food,Food-Retail,27250741194,777925812
OKTA US Equity,OKTA INC,27.86B,275,27.86B,223.56,--,93.78,Communications,Internet,Internet Applic Sftwr,27078830250,116135161
ANSS US Equity,ANSYS INC,26.79B,291,26.79B,312.27,66.28,21.31,Technology,Software,Computer Aided Design,27045056964,85789237
DDOG US Equity,DATADOG INC-A,28.24B,272,28.24B,94.32,--,149.66,Technology,Software,Computer Software,26947069046,176047887
ITOT US Equity,ISHARES CORE S&P,26.76B,292,26.76B,74.94,--,4.02,Funds,Equity Fund,Growth & Income,26908070313,357250000
SLB US Equity,SCHLUMBERGER LTD,27.07B,289,27.07B,19.5,26.75,-50.46,Energy,Oil&Gas Services,Oil-Field Services,26818125675,1388101743
RPRX US Equity,ROYALTY PHARMA-A,25.45B,313,25.45B,41.93,--,--,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,26648846597,365827805
AWK US Equity,AMERICAN WATER W,26.68B,293,26.68B,147.25,37.51,20.86,Utilities,Water,Water,26631561874,181204068
PSX US Equity,PHILLIPS 66,27.06B,290,27.06B,61.96,17.54,-43.11,Energy,Oil&Gas,Oil Refining&Marketing,26625395360,436696660
XLNX US Equity,XILINX INC,26.28B,299,26.28B,107.57,37.65,10.99,Technology,Semiconductors,Electronic Compo-Semicon,26547159240,244314000
BBY US Equity,BEST BUY CO INC,26.32B,298,26.32B,101.91,18.23,18.04,"Consumer, Cyclical",Retail,Retail-Consumer Electron,26541254374,258309045
MKC US Equity,MCCORMICK-N/V,26.26B,300,26.26B,197.25,35.24,17.08,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,26514179668,123945302
VYM US Equity,VANGUARD HI DV Y,26.44B,296,26.44B,82.16,--,-10.79,Funds,Equity Fund,Aggressive Growth,26513408203,322861744
PPG US Equity,PPG INDS INC,26.35B,297,26.35B,111.66,21.94,-15.53,Basic Materials,Chemicals,Chemicals-Diversified,26297317333,235977363
HPQ US Equity,HP INC,25.70B,307,25.70B,17.97,9.87,-10.89,Technology,Computers,Computers,26125311704,1429956853
PAYX US Equity,PAYCHEX INC,26.09B,302,26.09B,72.72,23.69,-12.29,Technology,Software,Data Processing/Mgmt,26043091216,358769682
LBRDA US Equity,LIBERTY BR-A,25.75B,306,25.75B,139.72,91.49,12.17,Communications,Media,Cable/Satellite TV,26034422689,26495123
WLTW US Equity,WILLIS TOWERS WA,26.10B,301,26.10B,202.52,24.19,1.04,Financial,Insurance,Insurance Brokers,25765239879,128858414
ROK US Equity,ROCKWELL AUTOMAT,25.97B,304,25.97B,223.94,28.62,11.63,Industrial,Machinery-Diversified,Industrial Automat/Robot,25738868104,115966966
SIRI US Equity,SIRIUS XM HOLDIN,25.65B,308,25.65B,5.91,25.7,-16.99,Communications,Media,Cable/Satellite TV,25694515048,4340289704
BSV US Equity,VANGUARD SHORT-T,25.65B,309,25.65B,83.16,--,4.35,Funds,Debt Fund,Govt/Corp Short Term,25648521484,308312541
PANW US Equity,PALO ALTO NETWOR,25.48B,312,25.48B,264.1,--,14.21,Communications,Internet,Internet Security,25648350301,96465888
TDG US Equity,TRANSDIGM GROUP,25.56B,311,25.56B,471.61,50.8,-15.78,Industrial,Aerospace/Defense,Aerospace/Defense,25589157655,54206278
PRU US Equity,PRUDENTL FINL,26.54B,294,26.54B,67.2,5.51,-26.06,Financial,Insurance,Life/Health Insurance,25536750000,395000000
RMD US Equity,RESMED INC,29.36B,261,29.36B,202.96,40.35,31.57,"Consumer, Non-cyclical",Healthcare-Products,Respiratory Products,25392202658,144668429
WMB US Equity,WILLIAMS COS INC,25.84B,305,25.84B,21.29,16.77,-5.51,Energy,Pipelines,Pipelines,25266287470,1213558476
AIG US Equity,AMERICAN INTERNA,26.00B,303,26.00B,30.18,14.44,-39.97,Financial,Insurance,Multi-line Insurance,25257241948,861433900
RNG US Equity,RINGCENTRAL IN-A,25.57B,310,25.57B,290.94,--,72.49,Technology,Software,Communications Software,25253195504,77005935
AFL US Equity,AFLAC INC,25.34B,314,25.34B,35.55,7.6,-31.87,Financial,Insurance,Life/Health Insurance,25244227305,712912378
MCHP US Equity,MICROCHIP TECH,24.87B,319,24.87B,98.5,53.8,-5.24,Technology,Semiconductors,Electronic Compo-Semicon,25040665773,252451515
VEU US Equity,VANGUARD FTSE AL,24.96B,317,24.96B,50.94,--,-4.42,Funds,Equity Fund,International Equity,25025300781,490307590
SWK US Equity,STANLEY BLACK &,25.12B,316,25.12B,157.3,20.72,-4.11,Industrial,Hand/Machine Tools,Tools-Hand Held,24757057745,159681745
PH US Equity,PARKER HANNIFIN,23.80B,332,23.80B,185.61,18.05,-8.93,Industrial,Miscellaneous Manufactur,Diversified Manufact Op,24749807424,128217414
SWKS US Equity,SKYWORKS SOLUTIO,24.28B,327,24.28B,145.37,30.41,21.17,Technology,Semiconductors,Electronic Compo-Semicon,24733033402,167036087
ED US Equity,CONS EDISON INC,24.61B,322,24.61B,73.66,17.09,-17.04,Utilities,Electric,Electric-Distribution,24696822945,334102042
MCK US Equity,MCKESSON CORP,24.92B,318,24.92B,153.67,11.92,11.71,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Whsle Drug Dist,24612296232,162189761
DHI US Equity,DR HORTON INC,24.76B,320,24.76B,68.09,12.59,29.91,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,24593567310,363702563
MSI US Equity,MOTOROLA SOLUTIO,23.53B,339,23.53B,138.33,20.55,-13.37,Communications,Telecommunications,Wireless Equipment,24494798692,170067338
CARR US Equity,CARRIER GLOB,24.35B,325,24.35B,28.11,--,--,Industrial,Building Materials,Bldg Prod-Air&Heating,24486483645,866164968
MRVL US Equity,MARVELL TECH GRP,25.13B,315,25.13B,37.77,--,42.81,Technology,Semiconductors,Electronic Compo-Semicon,24369939000,665300000
VRSN US Equity,VERISIGN INC,24.37B,324,24.37B,212.16,33.04,10.11,Communications,Internet,Web Hosting/Design,24326010059,114853683
BLL US Equity,BALL CORP,24.46B,323,24.46B,75.04,32.22,16.53,Industrial,Packaging&Containers,Containers-Metal/Glass,24267674039,326001768
GLW US Equity,CORNING INC,24.29B,326,24.29B,31.88,18.85,11.57,Communications,Telecommunications,Telecom Eq Fiber Optics,24254957710,761776310
ADM US Equity,ARCHER-DANIELS,24.08B,329,24.08B,43.34,11.87,-4.78,"Consumer, Non-cyclical",Agriculture,Agricultural Operations,24198422016,555646889
EEM US Equity,ISHARES MSCI EME,24.05B,330,24.05B,44.65,--,0.09,Funds,Equity Fund,Emerging Market-Equity,24146289063,539100000
XLV US Equity,SPDR-HEALTH CARE,23.82B,331,23.82B,106.64,--,5.68,Funds,Equity Fund,Health & Biotechnology,23952230469,225815324
FTV US Equity,FORTIVE CORP,23.60B,337,23.60B,70.02,32.32,-8.14,Industrial,Electronics,Electronic Measur Instr,23830954697,337071495
ALGN US Equity,ALIGN TECHNOLOGY,23.52B,340,23.52B,298.51,112.29,6.98,"Consumer, Non-cyclical",Healthcare-Products,Dental Supplies&Equip,23777820929,78786683
CRWD US Equity,CROWDSTRIKE HO-A,24.73B,321,24.73B,114.75,--,130.1,Technology,Computers,Computer Data Security,23770162895,149898737
K US Equity,KELLOGG CO,23.75B,333,23.75B,69.26,16.92,1.93,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,23740300716,342919265
